Tweet,Actual label,Predicted label
Does anyone know where to get Nissin Cup Noodles  in US? Any store online maybe?  I miss them,0,0
Now listening to hawk nelson on the way back home,1,1
"i don't wanna gooo  i'm gonna miss you nicole ! 2 weeks with you 24/7 was SO much fun ! 2 weeks without, i don't know if i can make it",0,0
@erincampos  Er I'll find out tonight...text you.,1,1
I just swiped the background image from @nive_ravi for my twitter page. I hope she dosent mind.,1,1
@DaivRawks I'm now following @LoriWidmer -- Love the clever Aladdin reference.,1,1
@kittywitty how are you? glad you've finally joined twitter,1,1
"Only I could help one of my chickens lay an egg, poor girl got it stuck",0,0
didn't get the PE that i wanted.  http://plurk.com/p/wx3d2,0,0
"Not sure how, but I forgot my phone today..",0,0
Has a fever and chills.,0,0
@toniibologna toniiii.  she was third wheel. other wise fun stuff would have happened,0,1
good news: the illustrations for my story came in. Bad news: i'm home with a fever and sore throat,0,0
"Bought programme $2 but doesn't say when, just air show 3.30 to 5.30",0,1
@rhidown  oh we are going to miss you,0,1
so happy she has a dvr...since im wide awake,0,1
@MariaLKanellis im plotting to kill my brother hes 27 years old &amp; he still lives with me and dad &amp; yeals at me 4 whispering on the phone,0,0
@legalblonde31 I'm glad to hear she is going good! They kept Danica overnight   when she was spayed,0,1
So I heard the nuggets game was awesome. Did anybody tape it? I want to watch at least one game.,0,1
@enzu Cool!  When can I download it?,1,1
"@Agent_M i've heard from @leegolas that first impression are VERY GOOD for GB on Blu-ray, its already out for preorders in the UK",1,1
3:58Am and no sleep in site...wouldn't be so bad except need to be at the finish line for brother's marathon in 5 hours,0,0
@antennaswrvu i can't figure out how to listen to it from the internet,0,0
on the way home gav said 'i wanted someone to invite us out to dinner'  unfort. It wasn't our church friends he wanted the invite from!,0,0
@veldi @hobohut Thus the nickname suggestion. Woah. Not letting you write more than a few characters is painful,0,0
Double booked for the next 30min - idm discussion.  Hope I don't miss much at the mip review,0,0
"@cathy_cochina40 lol I know! I feel like a bum! But yea I couldn't sleep!! All the guys, their crew, n the band were tweeting!!! Hahhaa",0,0
Beautiful day out! If only it would last... rain the the rest of the week they say.,0,0
@marenlayne EXACTLY.  No steam left ever.  Maybe one or two days a month. HA!  I think maybe I need to start drinking coffee. hahaha,1,0
media exam was fairly easy  good questions.,1,1
Something weird going on with my twitter,0,0
"@sugarjones re: @garyvee &quot;Lost&quot; comment: oh yes, classic! That will free up some time fo sho!",1,1
"this time tomorrow, the lover will be flying in the air, away from my arms, away from my being, away from me.",0,0
learning for university,0,1
@TheRealJordin Awwww I hate periods!! I get the worst cramps too     Drink tea n keep warm! Helps a lot.. Hope u feel better hunny xoxo,0,0
@jimmymarsh617 Why did the date change from the 2nd to the 3rd??? It makes me really sad!!!!!!!,0,0
"so tiredd, and its wet and cold",0,0
off to the vatican to try to see the pope  and prob mass in st. peters WOOT finally a mass im excited to go to,1,1
Went to @joesrealbbq but no luck on sweet potato dessert  ribs were great tonight though,0,0
@bradiewebbstack nutbush is a stupid dance with crap funky music,1,1
@tonyhawk signed my little sisters picture! THANKS! Oh and it sucks that it rained,0,1
"oobladoobla, i must sleep. But my hair is still wet",0,0
Broke his foot and is in pain,0,0
In my own world playing  Wolfenstein 3D. ....be back later  http://raptr.com/Unsilentninja,1,1
Maybe maybe lol i get that from my mother Shes a walking encyclopedia,1,0
@brand89 really? i thot you'd do your nails. not like paint them but i do see guys getting manicures lol at least you understand. ily,1,1
@koalaZ i'm officially jealous,0,0
I feel retarded because I can't whistle and even youtube can't teach me how.,0,0
Good game MobileMe. Wipe my calendars and my hockey game was 2 hours before I though. No hockey tonight.,0,0
@Rahiee haha. thats a good one.  anyways. school still suucccks. haha. I'd be on as soon as i get home tomorrow. lol,1,1
@sarakiesling thanks alot!! you could have put me up there for people to follow    ha.,0,1
About to get in bed and watch a movie...feel a little sick,0,0
@Tisyonk Ugh I don't like duriaaaannn,0,0
"@elainedolecek that's funny, your show made you want burgers and mine made me think about going vegetarian",1,1
I don't have a choice.,0,0
"@Kirstyy09xX I didn't see Tuesdays, I was at work",0,0
@necolebitchie I agree @gigimaguire would have won hands down without even trying,1,1
@TylerHerrin You may have some shrimp... as soon as you help cut the heads off the poor things,0,1
just whacked myself in the head with laptop screen. ow! hope that shit doesnt bruise,0,0
http://twitpic.com/4gpb4 - make up for the show i did thursday. thanks Vanessa Warren!,1,1
Trying to recover after TNC 2009!  Thank you for all for following and participating!,1,1
think its time to head to bedfordshire.....monday is almost upon us  next weekend will hopefully fly in,0,1
"@Mum_of_Six  Lol, im only 2 streets away from my beach but have so much uni work to do i wont be able to enjoy!! Boo",0,0
tired =_____= but had a good time tonight  Time for some much needed sleep before work tomorrow,1,1
missing someone very much right &amp; wonder if they miss me.they need to let me know &amp; soon..waiting sucks,0,0
Running errands with mom.,1,1
grocery store,0,1
Mexican at midnight is a very bad choice,0,0
@stuartmcintyre Does this mean we'll have people shouting track names at their phones on the train now ........... great!,0,1
filled out pretty stupid Hostos residency form &amp; train's skipping 231. whatta headache! but picked up Pookie's gift,1,0
@Lucy_nessa oh my goooosh! I need to get breakfast  hahaha,0,1
"@RaviKapoor How much are you expecting? How much did you buy it for. My email, for that matter - catchme at praval dot com Thanks",1,1
@R0YCE  hey royce   had a blast!  just got home from gymnastics training bou u?,1,1
@mcleodd we should have local cached versions of #Apple software for some of us with download speeds of 25kb/s,0,1
@thespeckledpear I'm getting all excited and it isn't even mine! Looking great  Excited for @charmimsy,1,1
I got a new notebook from Slovenia. An orange notebook!!!  http://bit.ly/6qfI5,1,1
i had a terrible nightmare about failing my june A2 exams and i'm worried i'll have a similar nightmare tonight!  exam stress is killin me,0,0
Twilight award #5 - BEST MOVIE!,1,1
@yana_lee i would have totally finished it in that one lesson.,1,1
This weekend went pretty fast,1,1
"@leocomerlato for some reason, the feed for the cast doesn't work...",0,0
40x100 @1.25. Nice. Time to go to work now,0,1
is crying.. over hollyoaks,0,0
Writing in the AM of a Saturday?  What the hell is wrong with me?  Time to go in and fix something I don't like around page 50.,0,0
@sharrab it was a very very nice game anyway,1,1
@jannapha  I just wanted it to be clear and no confusion.,0,1
"@sparklyperson Yeah, I was going to try to find a place off campuse, but I don't think I'll be able to afford it in the fall",0,0
I just realized the new fan installed above my head is actually taking it's power from UPS. so it's on even without electricity cool,1,0
@mileycyrus http://twitpic.com/6shtr - nice pic  please come to chile!! we all love u !!!!! ALL SOUTH AMERICA loves u smiles!!!  n p ...,1,1
Won't be in to work today..  but just found a really cool KDKA site- http://kdka.com/kdkawesome,0,1
Not long left.  Still bored....,0,0
"@SexyCheza check ur fb inbox  im waiting for a response, counting on you ;)",1,1
I miss my blonde hair   http://mypict.me/45cR,0,1
I`m leaving london  To got to Machyllneth to volunteer with www.pirc.info,0,1
@hi_itsheather my profile is sickk dude.,1,0
on a less serious note (for the boys) - http://bit.ly/gVb6g  - ENJOY LIFE!,1,1
"@OddEssay haha, Mum did keep telling me to update my facebook status",1,1
"signs of aging #23: super hot asian chick is holding up the line, my reaction is annoyance rather than joy",0,0
@basictheory,0,1
@dinosauregg the purse is adorable..wise decision,1,1
@mspixieriot It's all because the entearth gift certificate went to someone else this week. That'll foul anyone's mood.,1,0
"attempting to make covers of everything i know, but shit man i can't sing, where abigail when i need her",0,0
watchin one tree hill,1,1
@DiorDIVAport THANX! man was it some experience....im in some youtube videos that are being worked up..once its published ill put it out,1,0
Going to Sim it up tonight. Too sick to do anything else,0,0
@SUNWAYHAWAII wish I was there,0,1
is packing her bags. Don't want to leave,0,0
jack came home sick from school with a 102.8 fever....,0,0
.....  why does she hate me. we were good friends and now those times faded away  we were gonna kick it when we had a chance to at vnhs,0,0
"so disappointed with human kind   &quot;What's wrong with the world?&quot;  I have five girls in the garden, innocently enjoying the good weather...",0,0
@DeannDasilva I am a great fan of him...aiiii yahh!! He died so early,0,0
Cant stop thinking of u...... is it love of first sight? Or it is a mistake  Not sure if he love me  or he move back with his fiancee?,0,0
@Casey_Rose_xoxo Be honest about what makes you happy and figure out if those qualities are possessed by people you let into your life.,1,1
in LA with some homies,1,1
@createillusions omg you're still awake. i can't sleep,0,0
eating jollibee's mango ice caze with ice cream. pretty for this kind of weather...,1,1
"Looks like Twe2.com has bitten the dust *cries*  I'd been missing the SMS notifications for a while, but hadn't looked into it",0,0
getting ready to go to LA  -- showerrr,1,1
I am off to bed.  I hope y'all have a splendid Saturday!!!  I know I won't,0,0
"@brightillusions  only one to fill that position. They've just tightened our borders or something  Which sucks, I want you to move here!",0,0
@autismvox keep us posted!  How's Charlie doing during all of this? How are you? And Jim?,1,1
Da jia hao / hello all from a grey drizzly London this morning - NEED a cuppa T now!!,1,1
@tommcfly thank you for the AWESOME show last nite at Leicester....  I had the best time  you guys are amazingg live xx,1,1
@jarrodtht its are but I cant win anyway,0,0
@kacekoga yep my fb link is on my proifle,1,0
@ismh i don't have anything being fwd through to mobileme and the last week i've gotten at least 4 -5 spam messages a day,0,0
"@JohnZajaros oops, just saw your email. I will mow lawn tomorrow morning",1,1
California Burning! again,0,0
@quickoffice More suggestions: EDIT MS Office 2007 files and (most important) EDIT iWork 09 files. And commentaries/notes. Good luck!,1,1
only 7 more hours. only. ugh,0,0
washing clothes and playing with my lovely dog Oscar.... There some homework to do...,0,1
@xCaseyMariex OH  YEAH  theres no point in doing that,1,0
"@MegRyan6 that is true, however, father would not be happy with me taking the car probably, seeing it as I do not have my own car anymore",0,0
feeling kinda lonely...I want someone to cuddle with,0,0
Well everyone else is sleep...is there &quot;anyone&quot; that wanna drive to philly wit me.,0,0
@youngnsaucy thank you so much! that makes me happy.. I really have some more stuff coming up! I appreciate you goin 2 my blog,1,1
Not only did I wakeup with my headache back but to my mother screaming out crap that I have to do before 1015. I predict a bad day,0,0
is so bummed out,0,0
Love in the club.... nope - people fighting,0,0
@effervesce pretty much sums me up also...,0,1
My teacher wants a camel!!!!!!!!!!!!!!!! And she thinks im a nut,1,0
"just about to leave for school, english poetry exam today",0,1
@boomx17 hey nothign have you checked out my website yet?,1,1
Heading to eat dinner with my older brother! He's taking me out to eat before I leave for AUS to say farewell,1,1
"@elocio Thanks for the Snow Patrol! Luv them, they're here in Sept w/U2 &amp; I'm gonna miss it  so sad",0,1
@monicaMcCutchen  She must have heard about your Tuscany plans.......,0,1
"@stusi omg, that's awesome, too cute",1,1
I'm tired already and still so much to do,0,0
@randymatheson the week comes fast Randy. Sign of a good weekend. Good meeting you and Merlene  on Sat,1,1
"traffic ew , in the car way to new york",0,0
"I'm drunk,Yeah...I need more friend to go out with...missing have a big group,missing PA.   Good to go out to go dance...",0,0
"has no PHONE &amp; no COMPUTER!! Ugh, what am I gonna do?!  Cut off from the world...super sad face.  So long tweeters, til next time...&lt;3",0,0
dang its raining in columbia tomorrow... that throws off my outfit... you know what i don't care i'm gonna wear the shirt anyways!,1,0
@lazycuthulu  I nudged you,1,1
Is India headed for another debacle in match against South Africa?,0,0
E-mail Marketing: Forrester Says It Will Double in 5 Years http://adage.com/u/OK5ywb  How much more spam can we stand?,0,0
Geshhhhh my ears are itching so bad.  Noooooooooo not the med!  Allergies   Hope the sun is shining in your world today~,0,1
Oh my! Due for an update: Going to NYC for 4 days - how's that?  (&gt;_^) xo,1,1
Had a surgery yesterday - can't eat a lot of stuff ( i crave for peanuts ). Well at least I made myself a nice tuna+boiled egg breakfast,1,0
@tristanrogers is it not working anymore? I was beginning to use it too,0,0
Yikes...bad dream! I'm sacred to go back to sleep.,0,0
woke up tooo early.,0,0
It is cloudy and gray with no internet today!!!,0,0
Oh no! Channel 4 will be scrapping either Come Dine With Me or Shameless. I love them both,0,0
@KevTheBaptist cheers kev! My comb is actually massive and my hair isn't big enough yet  but I do have one!,0,1
Back from 7 hours at the rink. Brrr,0,1
Good morning everyone  looking forward to a sunny day in the midlands. Ooh and warm I hope,1,1
"@KansasLady51  with this bautiful weather, i am gonna take my boys to the lake and have a picnic maybe some fishing",1,1
@TracieMae you could use tweet deck and give me my own column,1,1
@sjaustin What is that about?,0,0
Would like to find a VMWare appliance that will actually function in ESXi.,0,1
I miss you on here @janinegarcia  ok I'll text you now instead.,0,1
"Ok, I've been putting it off all morning but it's time to get real, On my way to do my leg workout!",1,1
"aw,  look at you planning and shÃ¢â¢Â¥t -----  I am so envious",1,1
@TantumExordium missing it,0,0
@SongzYuuup  sadness i couldn't get threw,0,0
@jesslina SWMB and CG??? He must really LOVE NJ! No fair..Cali NEVER gets ANY love.,0,0
"Went to bed physically in pain, work up sicker then I've been in years...coffee",0,0
"@menacingpickle Maybe not easier, but definitely a lot more fun.",1,1
@AppStoreMod Wow man that's so cool I only got 8  I think it's time to get serious and start referring!,0,1
@thejose actually I'm just hella bored and its a Friday so I'm totally off work mode   Let me know when you check your schedule.,1,1
my cats think i choose the most uncool toys,0,0
"is exited to wake up at 8am to cleanout the car, pack a picnic and spend all day with my lovely boyfriend on his birthday",1,1
is off to a friend to have some coffee,1,1
"up late.. up early! grr! i need my my nurse lance! save me!!! &quot;sneeze sneeze, cough cough, sniffle sniffle&quot;",0,0
Back to the vet,0,0
slumdog millionaire in bed with some cinnamon apple tea,1,1
the DRIZZY concert x The Diner x FABO concert x House Party x workkkk.. im exhaustedddd.. 6pm can NOT come soon enough.  xo,1,0
@OfficialJoBros im dying 2 listen 2 ur new album but i cant 4some weird reason in every store i went they say it's not avilable yet,0,0
@QDOG8 commands &amp; Nike + (useful for my workout). Ur right it looks the same. It wasnt a major upgrade  but its still better there4 I want,0,0
"Done e-mailing. Loads of e-mail came in in the past days. Now need to do some follow ups, this afternoon working on two client projects",1,1
@islandchic Cheateau Petrus! And?,1,1
"i have had Sports Center on my TV for like a week str8, non stop even @ night..weird. I FEEL BAD FOR LeBron  Next yr the KING will RISE!",0,0
"had a great time seeing Cirque Du Soleil yesterday on the field trip, but my stupid cold is still going!",0,0
Anybody know how to change the font size of the notes on the iPhone?it shrunk with the 3.0,0,1
going to urban outfitters &amp; mac!  woo.,1,1
"Heavy head.. Somehow managed to get a cold. Writing for a bit, then BBQ for mothers day. It's too cold out today to do any gardening",0,0
is a sad panda  not even our awesome in-house technician could fix my ipod,0,0
@ranjeet_walunj I always find subtitle distracting.,0,1
@noirem I read it a long time ago but I don't have a copy of the book.  Where is this store of yours?,1,1
@naomipollack: thanks!,1,1
@Ryleez  good its friday,1,1
g'morning . i'm tired. let's text.,1,1
technology moves too fast sometimes,0,0
Actually have to go to school for 2 hours today,0,0
"Last night in VA... well, until mid-July.",0,0
Ugh early morning car ride home,0,0
Too much Donkey Kong.  I think I'm going to have blisters on my thumbs tomorrow,0,0
"&quot;Women form queue, when you got as much night energy as this Don Juan maker gives!&quot; Oh, lovely spam  http://ff.im/2wuik",1,1
@FlyTunes Shell Shelly smart guy...lol. So u forgot about and had to go back to shout me out LAST?? And I thought u was my nigga,0,1
"@christinaxobaby Hi, I'm sorry for not following before.. As I said, it won't happen again",1,0
Last Day of High School!!! so sad,0,0
@alessandrop65 Did u watch the Juve game? Did they play well? I'm a huge #juventus fan too,1,0
@dekkuran An overly-happy yeti is still better than a pissed yeti. Just enjoy this side of me before it wears off,1,1
@shayface dear god. what did she do now?,0,0
"@ msbeeee Yeah, I suppose that's true.",1,1
Only got 2 hours of sleep...on the way to Cabo! Thank you coachella Dana and jeanne for an mazing weekend,1,1
http://twitpic.com/4e137 - My most favorite Bucky Covington picture,1,1
@Dojie haha bad ass josh is back  lol xd,1,0
"@Kitty_Von_D hehe, indeed. Duvet stealing, snoring, grumping....some days I'd swap it for a day by myself",1,0
"I've been killing ants today ( put workers to alcohol for genetic analysis). I feel kind of bad for that... Its necessary, but not nice",0,0
I'm feeling very depressed and discouraged about my Etsy shop today  (via @theholybead) How come? What's up?,0,0
going go pick up my dad from the airport,1,0
Official photos (of me) from Sunday's Breezy Point Triathlon: http://bit.ly/6YClM - have you ever seen a happier swimmer?,1,1
"@GusF if you happen to hang out with @chrisheuer give him a big hug on my behalf, will you please?",1,1
@johnsonCAB oh no. not you too. that song is all kinds of awful alex.,0,0
Is having car problems... What could be worse than the transmission.,0,0
I have now ended up shopping in town with family. Ahhh well busy day but have completed many tasks,1,1
"@angelynewolfe thats coz i ate it all...no wait i didn't, there was nothing but a dodgy looking sausage",0,0
Hello! I'm awake at last. Coffee a.k.a. Activator Fluid is at hand. My day begins!,1,1
home is really boring. im home by my self. tash is at work. cass is at work. daniel at the gym and mum and dad are getting coffee. bleh,0,0
@briguyblock eeeek! I'll take a bowl of matzo ball soup w/ the drink instead,1,1
MONDAY SUCK,0,1
Such a bad mood.   http://bit.ly/3mYHBS,0,1
"@hairlessheart 12th Aug, summer hols in July so going to have as much fun as I can before D-Day",1,1
pink cupcakes heal all wounds,1,1
is wanting to talk to the boyfriend.,0,0
My SAT scores are 100 below perfect  The bag was a BIG Congrats from her!,1,1
"is getting ice cream with caro, pete, brimer, and em...oh and britney spears",1,1
@madampenna  What's up??,0,0
"@nbonsack that's amazing Ã¢â¬â the Net is making us borgs with free choice! Also, Molly Ivins, one of my heros, was Austin-basedÃÂ  ÃÂ",1,1
Omg !!!  argggg!!! Class since 10 till 12 xtremely sleepy!,0,1
!! Thank god for late registration,1,0
@RubyGold no ways let's have a bet I stick to my 50 runs all out.,1,1
there is an animal making scary noises outside of my window.,0,0
0h no...no..I might have mess-up this account..what I did was changed my username to &quot;CHARL0TTECOLLET&quot;  something's wrong w/ my acct. (,1,0
Ahh so excited! The twins and molly come today! Finally,1,1
Still bored but not long now till the next tour date,1,0
@heatherezell It feels good to hear you back again. &lt;3,1,1
I'm not a morning person. I always avoid hypnosis before noon.  Now someone wants a session before he catches his plane to leave the UK.,0,0
"@_charlene thanks charlene, i thought it would be a smooth transition, but obviously not!",0,1
Brushing my teeth and tounge this mourning was a new adventure in pain,0,0
"Tryin to make my daughter happy. She had shots yesterday and is so cranky &amp; sick  &lt;Que sera, sera!&gt;",0,1
"Feeling a little bit better about moving. Think positive, work hard and have as many dreams so they may come true. At the end, we must be",1,1
But we don't know what were gonna do,0,0
Aww @stratosphear way to go breaking my heart.,1,1
This is more my style  - Barrett Strong &quot;Money&quot; Ã¢â¢Â« http://twt.fm/159670 #musicmonday,1,1
"going to see In Fiction's last ever gig tonight, and will be singing my heart out to some of my fav songs for the last time!",0,1
Happy Mothers Day to all you mom out there,1,1
needs a new wardrobe! and the typical bristish weather looks like its returning,0,0
@kodefupanda heard that abt train. Heard emergency break was in place too. Very sad,0,0
feeling worse than i did on monday morning... who gets a cold in the summer? me apparently...,0,0
up watchin a movie....he sleep,0,0
I want this type of LOVE...  lmao! L &amp; B luv! http://mypict.me/1MKp,0,1
YES! Orton is now a 5 time WWE champ.,1,1
Cant figure out how to send direct messages from my phone   I should have let this be untill after my exams.,0,0
@lurkey Hurray i got it,1,1
@RyanSeacrest I would go to Rio de Janeiro. There is no place like that!,1,0
i feel so sik  my throat feels like burnt toast =( and my nose is liek a dripping tap :'(,0,0
"@adenstonexxx aw. fuck haters. and ps. our names are kind of similar so, drink to that.",1,1
..i was gooood  haha!,1,1
@MrPeterAndre You and Katie havent split have you pete?,0,1
Just talked with my best friend on the phone  really really happy to see her again tomorrow!!!,1,1
&gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.,0,0
@anibunny ohh that sucks - I had that once happen to me on a job interview morning,0,0
"alot to do, clean my room shop the last stuff to my outfit. And say goodbye to Mia before she is going as well!   Ã¢â¢Â¥",0,1
i want your pin when you get it! tiffany was making fun of me bc i only have 2 bbm contacts  no one else has a bb!,0,0
Augh. Why must all the fun social gatherings be on the weekend when I have a shitton of things to do?,0,0
Omfg im a freaking RETARD. Going over liiines  I can't get them down to save my effing life,0,0
@debraferrie you have to self promote,1,1
"@MaryKelliPalka Congrats on your award, btw.",1,1
@backstreetboys i want a membership!!!  #BSB,0,1
@merejames yeah could see how pics might provide more problems.. LOlz but probs no less,1,0
"@hayl3s ehehe  soo.... i love him, ill shoot the open happiness into my veins with him yeah haha",1,1
"@saltyshutter yeah I guess we should sit down at some point, although we do have plenty of time",1,1
@PotterEntourage We had soft-boiled eggs and fresh bread,1,1
"@LadyDenDen You're too hot to hang out with us cave folk  then again, maybe you do need some tradtional Ogre luv.its like sexual chocolate",1,1
@MickyCook  me too ... *sigh*,0,0
I'm not awake yet,0,0
"@TaviGreiner Your astro-photos just get better, and better! Looking forward to these mystery cloud images",1,1
Watching TZP makes me wanna go home to Mummy and Papa!,0,1
"Did'nt want to hear that answer, ouch....that hurts",0,0
Here in SF ready for #WWDC tomorrow... Not quite the hotel view @aronsolomon has but I'm happy to be here!,1,1
"@RSG3191 Not sure, we fancy cinema tomorrow, not sure whats on tho lol! Weather forecast is rain",0,0
Walking up the street with chocolate,1,1
@Wossy I think you may have blown your cover with that tweet,1,1
"http://twitpic.com/6plpt - after seeing Love last night, it was so good and the tickets were amazing thank you",1,1
Getting ready 2 go 2 bed. Gotta b up at 3am 4 work.,0,0
@ledretch Be careful. It put's you into a food coma without even eating. It's mesmerizing. (and Loren is @1938media by the way  ),1,0
"just said bye to Rose. :/ On the upside, we've been together for eleven months.",1,1
http://www.vimeo.com/4044200 she is just like us tubers,1,1
@nicole_b86 same  she seems so full of herself now :S,0,0
Ahh poo...I gotta work tomorrow  But I guess Target would fall apart without me lol,0,0
dnw to get an xray tomorrow..I will prolly cry lmfao,0,0
"Sweet, Annie of St. Vincent is sitting next to us at Carly's.",1,1
"Cool, I'm not the only crazy person bringing an Ubuntu Dell Mini9 to class",1,1
Although the Sims 3 is solidified crack its still kinda hard to get used to,0,0
@bggrice nice one...Bill Gates will be working for you soon,1,1
@suziperry cant find motogp on iplayer!! looked really hard as well,0,1
@DoNZzZ it was dramalicious lol it was fun though,1,0
Just had my first 10% marketplace sale @cafepress  What a load of wank.,0,0
The Story - Brandi Carlile. Whoa. This is the song I wrote my first story to. Seems so long ago... Love this song.  So beautiful.,1,1
On my way back from WEGAS.. Stuck in traffic on the 15 then off to the airport to come back to NJ,0,0
Sleep... Please? Roxy seems to have other ideas of what she wants to spend her day doing,0,0
J.E.L.L.i.bean Aida wrote this awesome article in her high school newspaper http://bit.ly/vtgNI GET YOUR SPOON:ITÃÂ´S @JELLiMusic Time,1,1
"Wow, this is one hard mattress. I hope I get some sleep. Might have better luck on the couch. Yikes.",0,0
Is leaving for BG when she wakes up tomorrow!,1,0
"@Labsquint *headdesk*  I know RL takes precedence over the fandom, so I completely understand, but let me just say....sad!",0,0
out for a walk! BEAUTIFUL DAY,1,1
had to stay off school today as i have to rest it!  :S,0,0
@Genuine I want to meet a superhero so please stop over and say hello,1,1
#3hotwords Let's eat out,1,1
"Great job Magic play better Cavs,  a win is a good win as long the lakers are not winning  my heart goes out to Mike Tyson &amp; Family",1,1
@iFollowMike Uh huh! LOL I was actually thinking about deleting ALL my pics on there and starting all over again cuz they're not good,0,0
#followfriday @rafaeltech - thx for your recommendation &amp; back atcha,1,1
@tommcfly awww that sucks,0,0
"I would turn away $100 dollars, to instead help an old lady cross the street.  Now $200 is a different story. The economy is pretty bad!!",1,0
OOC: Whys it so quiet,0,1
"hey @clzdancr, welcome to twitter",1,1
"good morning... off to the gym, so tired",0,0
"ok, I really am going to go to bed before midnight  it's 11:46 and I'm going. idk if I will actually fall asleep before midnight though...",1,0
"LMAO. #clothdiapers is a trending topic... (I know I'm not helping any, but I just had to share if anyone hadn't noticed)",1,0
watching a movie later maybe?,1,1
@PeteMoring Well it's nice to 'see' you. Have a great day and tweet again soon,1,1
"@PerezHilton that's not nice, but you know what they say, proof is in the pudding, so lets see pictures  otherwise be gone",1,1
posted a new shoutout on my fs profile,1,1
my tummy hurts  ... i cant wait till my tummy aches go away,0,0
@athensky oh that sounds (super fun)  im sorry. i have been okay i went tanning yesterday and today so i have a good tann now,0,0
says twitter's down ...  http://plurk.com/p/xaypc,0,1
up was amazing  i love kevin!,1,1
write thesis....,0,1
@majidrazvi &quot;I don't want to hurt your feelingsI thought you should know you write like your FUCKING twelve on FACEBOOK&quot;,1,1
"@Leela89 aww, i like that TOKIO HOTEL tourproben outtakes.  #tokiohotel",1,1
@LaurenOlson and @sgricci thanks for having me over for LOST. We'll have to do it again..... In 2010!!!!,0,1
@Sparkoid oooh! &lt;batedbreath&gt; I like the avatar by the way  @anniemole all that grazing took its toll @chipster no more than a normal one,1,1
@nickjonas Ok so you Joe and Kevin do this so often and i am always sending you questions but mine never get answered,0,1
@seleeka by who? that addicted huh? i told you,1,1
@cckrause At this point I'm purely motivated by fear,1,0
"As a former radio personality, I better know my hip hop lines!",1,1
Varsity Fanclub will never be the same!!,0,0
@jentropy Maybe we all were.,1,1
2 hours and 25 minutes until June 16th 2009! Lines Vines and Trying Times (LVATT) in stores everywhere!,1,1
"Busiest day/afternoon ever... went to hospital, a cafe, shopping, and home... and no i didn't make it to the hairdresser",0,0
"@uleter Hi Ulf,  where's the picture?",1,1
Finally in my new office. And apparently I still have more books than I have shelf-space.,0,0
"i hate not talking to you, and the fact that you'll probably never forgive me...",0,0
feeeeel siiiick i loook terrible  ahhh fuck it,0,0
@DavidRN107 I'm sorry  that sucks!,0,0
"what tv show should i download?? damn, all the good tv shows are finished with their season...i gotta wait till the next comes out",0,0
i dont like this weather one bit,0,0
Back to work I go...Boo!  Laters x,0,0
"@nikkylee: good for you, good for Junior!",1,1
"@breathe_in Homemade green chili! Spicy chorizo, maybe sopapillas, popovers, abondigas? Haha a lot o yeah! MENUDO!",1,1
@KRAPPS do you use appsniper? Clear out the cache in settings and it's way faster,1,1
giant lemon cupcake from Downtown Atlantic was NOT good.,0,0
"went to white castle today, should have pics when i get back to az. the heat is amazing to think about when you have humdity with it",0,0
not looking forward for tomorrow  i hate the doctor and that damn shot he gives me...have i not been thru enough this week?,0,0
@mandaxarchuleta I'm pretty sure it's pushing me away! I looked it uppppp,1,0
one of my toddlers turned three today - moving downstairs - sad,0,0
"@SnarkyWench That's why I was looking at the video tutorials- same applies though  Worth spending time on the tutorials, not sure for 6's.",1,1
@heynadine TwitterFail,0,1
It's going to be a gorgeous day for a Chicago wedding,1,1
"Hi! If you are on Facebook and want to be friends there to, send me a friend request!   http://bit.ly/ReFpN",1,1
"At Repo! rehearsal- sucking @ Chromaggia. Need to work on arms + movements + memorizing words. So, basically, everything.",0,1
"@kevindingo cool, look forward to seeing it  !",1,1
@reneecs68 thank you! Been a long time coming but launch seems to have gone really well  x,1,1
E3 ON PLAYSTATION HOME IN ABOUT AN HOUR!!!!!!!!!! \../  \../,1,1
The full moon is so wonderful  and I'm so in love.,1,1
hopefully i can catch some sun this afternoon,1,1
Donating a bottle of 2005 Gravity to WineQuest fund raiser auction tonight. Should bring in at least $75 or more. My supreme sacrifice!,1,1
ok definitely feeling my age; can't read with contacts on; don't need reading glasses yet but I can feel it coming,0,0
@cuteliltrinket   That doesn't sound nice,0,0
"I am doomed in any case. Our hosts' daughter is home from L.A. and follows my tweets. (Save me, Claire, I'd do the same for you!",1,0
"@myogis Ok, that sounds better.",1,1
Hi @awalkinthesun. I have the sun on my mind now and so I thought of you.,1,1
"Fuckn-a plan A, B, C and now D have all fell through.. Awesome",0,0
"@bullines That's too bad. When I go anywhere now, I pack everything into a carry on: everything is wrinkled, but no line ups.",1,0
@pistolxpractice,0,1
aaah the script was good @ pinkpop,1,1
"getting ready for work day  #8 of 11. On a good note, I get my whole birthday weekend off!!",1,1
"@kilikinaaa yeah OKAY, bring it cuba.  ily",1,1
@Has_Bookpushers It sucks to watch someone suffer and decline like that,0,0
a mosquito just got me. My first bite of the year   it already itches.,0,0
Tomorrow Anathomy Test  Help me!,0,0
@AlexAllTimeLow I had a bad day,0,0
Life is drawing...without an eraser.,1,0
"@diplobrat Two related, but independent clauses.  Damn, I must be a closet English nerd",0,0
